,Bwd Packet Length Mean,Bwd Packet Length Std,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Min,Bwd IAT Std,Bwd Packets/s,Avg Packet Size,Avg Bwd Segment Size,Subflow Bwd Packets,Label
790944,83.181816,217.28574,11700000,555318.7,231,849125.94,2.4552677,86.41818,83.181816,33,1
790945,85.78125,220.24059,11600000,550276.5,325,861563.0,2.3997736,88.01852,85.78125,32,1
790949,88.548386,223.315,11600000,550327.6,278,872788.7,2.3249815,89.679245,88.548386,31,1
790950,85.78125,220.24059,12000000,601956.4,428,898070.2,2.3155992,89.679245,85.78125,32,1
790975,83.181816,217.28574,12500000,597451.1,469,867420.56,2.2372668,86.41818,83.181816,33,1
790981,83.181816,217.28574,12500000,597223.56,520,857291.3,2.2373078,86.41818,83.181816,33,1
791087,83.181816,217.28574,12500000,597591.0,518,863557.44,2.2376032,86.41818,83.181816,33,1
791097,83.181816,217.28574,12500000,595884.5,210,855530.0,2.244589,86.41818,83.181816,33,1
791149,83.181816,217.28574,12800000,610247.5,483,876426.06,2.199064,86.41818,83.181816,33,1
791161,83.181816,217.28574,12500000,597612.9,600,856393.8,2.237037,86.41818,83.181816,33,1
791360,85.78125,220.24059,12600000,597745.94,389,878218.94,2.1692188,88.01852,85.78125,32,1
791377,83.181816,217.28574,12800000,610430.3,4,879074.25,2.197301,86.41818,83.181816,33,1
791380,88.548386,223.315,12800000,640798.1,3,902570.56,2.0643477,91.40385,88.548386,31,1
791443,83.181816,217.28574,12800000,610257.8,488,876754.1,2.198085,86.41818,83.181816,33,1
791447,167.41667,350.0022,2467434,189802.61,576,645231.3,4.863352,120.65385,167.41667,12,1
791520,182.63637,362.89676,2430108,202509.0,563,666622.94,4.526548,130.70833,182.63637,11,1
791628,182.63637,362.89676,2449806,204150.5,578,677115.5,4.4901514,130.70833,182.63637,11,1
791629,167.41667,350.0022,2495438,191956.77,314,644799.1,4.808775,120.65385,167.41667,12,1
791668,182.63637,362.89676,2454427,245442.7,827,687633.5,4.4816976,142.59091,182.63637,11,1
791671,182.63637,362.89676,2475285,206273.75,389,689490.06,4.4439325,130.70833,182.63637,11,1
791672,0.0,0.0,0,0.0,0,0.0,11494.253,0.0,0.0,1,1
791887,120.89474,281.57828,7190831,399490.62,331,859430.75,2.6422536,99.39474,120.89474,19,1
791963,101.708336,252.55864,9759352,574079.5,468,902081.75,2.4591796,97.92857,101.708336,24,1
792044,95.74074,238.45264,11700000,584069.5,533,898172.75,2.3113687,92.020836,95.74074,27,1
792074,95.74074,238.45264,11700000,532761.56,415,899221.06,2.3036058,88.34,95.74074,27,1
792221,0.0,0.0,0,0.0,0,0.0,4048.583,0.0,0.0,1,1
792309,83.181816,217.28574,11100000,585593.3,707,855927.25,2.4668937,89.679245,83.181816,33,1
792470,85.78125,220.24059,11100000,528978.1,405,865148.3,2.3924165,88.01852,85.78125,32,1
792644,85.78125,220.24059,11100000,556008.0,330,864033.06,2.39736,89.679245,85.78125,32,1
792665,85.78125,220.24059,11400000,570543.4,417,882349.5,2.3442504,89.679245,85.78125,32,1
792678,85.78125,220.24059,11600000,579793.4,247,913066.2,2.2726786,89.679245,85.78125,32,1
792679,85.78125,220.24059,11100000,552621.44,377,881379.6,2.3640304,89.679245,85.78125,32,1
792730,85.78125,220.24059,11300000,567393.7,625,866513.94,2.4200757,89.679245,85.78125,32,1
792732,85.78125,220.24059,10800000,537600.1,317,825115.25,2.5108373,89.679245,85.78125,32,1
792736,85.78125,220.24059,10700000,534107.56,317,825041.0,2.5248895,89.98113,85.78125,32,1
792754,85.78125,220.24059,11600000,579996.75,251,896837.9,2.320913,89.679245,85.78125,32,1
792755,85.78125,220.24059,11300000,564127.94,472,912180.4,2.2985752,89.679245,85.78125,32,1
792801,85.78125,220.24059,10500000,525737.5,514,860260.8,2.4264622,89.679245,85.78125,32,1
792851,83.181816,217.28574,10500000,553449.94,690,846680.06,2.5028632,89.679245,83.181816,33,1
792854,85.78125,220.24059,11100000,554216.5,579,826633.56,2.5038111,89.679245,85.78125,32,1
792858,88.548386,223.315,11300000,626861.44,585,913870.75,2.2485244,95.06,88.548386,31,1
792863,85.78125,220.24059,11200000,562463.9,329,843397.7,2.471781,89.679245,85.78125,32,1
792888,88.548386,223.315,10600000,588285.7,344,809289.9,2.5112991,95.06,88.548386,31,1
792893,85.78125,220.24059,11100000,554481.5,330,833645.4,2.4950683,89.679245,85.78125,32,1
792901,85.78125,220.24059,11300000,567013.25,347,876257.8,2.3601663,89.679245,85.78125,32,1
792902,85.78125,220.24059,11400000,541722.5,344,875874.94,2.35592,88.01852,85.78125,32,1
792948,83.181816,217.28574,11100000,581748.8,258,809236.7,2.5837317,89.679245,83.181816,33,1
793025,85.78125,220.24059,11000000,525472.25,482,818475.94,2.5096743,88.01852,85.78125,32,1
793179,85.78125,220.24059,12500000,622885.9,348,961376.56,2.2334948,89.679245,85.78125,32,1
793180,85.78125,220.24059,12600000,629529.75,312,974074.75,2.2131686,89.679245,85.78125,32,1
793212,88.548386,223.315,11400000,635950.1,358,875435.1,2.3196828,95.06,88.548386,31,1
793214,85.78125,220.24059,11000000,549469.94,359,826890.75,2.4802372,89.679245,85.78125,32,1
793215,0.0,0.0,0,0.0,0,0.0,9174.312,0.0,0.0,1,1
793246,88.548386,223.315,11000000,609327.6,344,889135.7,2.2784467,95.06,88.548386,31,1
793247,85.78125,220.24059,11100000,554033.75,484,842416.1,2.4557521,89.679245,85.78125,32,1
793249,85.78125,220.24059,10500000,524009.3,334,831401.94,2.4917133,89.679245,85.78125,32,1
793252,88.548386,223.315,10900000,607335.5,327,838861.7,2.4062831,95.06,88.548386,31,1
793256,88.548386,223.315,10900000,607525.75,340,843662.25,2.4088557,95.38,88.548386,31,1
793257,85.78125,220.24059,10700000,535161.6,338,826313.25,2.4937274,89.679245,85.78125,32,1
793283,85.78125,220.24059,10700000,484375.22,550,804397.5,2.5419354,86.41818,85.78125,32,1
793286,85.78125,220.24059,11200000,509615.28,273,843828.1,2.4345667,86.41818,85.78125,32,1
793318,85.78125,220.24059,10700000,535448.1,405,830334.56,2.4929292,89.679245,85.78125,32,1
793338,85.78125,220.24059,10800000,539265.6,317,846343.94,2.4410782,89.679245,85.78125,32,1
793358,85.78125,220.24059,10900000,544451.44,316,859991.94,2.410676,89.679245,85.78125,32,1
793369,85.78125,220.24059,10400000,517859.06,237,836529.4,2.4884434,89.679245,85.78125,32,1
793371,85.78125,220.24059,10400000,518505.5,280,825590.56,2.5130208,89.679245,85.78125,32,1
793374,85.78125,220.24059,11500000,574919.1,326,895066.06,2.308515,89.679245,85.78125,32,1
793376,85.78125,220.24059,10500000,526974.6,448,830707.6,2.4839466,89.679245,85.78125,32,1
793397,85.78125,220.24059,9616648,480832.4,454,787164.25,2.6311984,89.679245,85.78125,32,1
793577,85.78125,220.24059,11100000,526427.5,369,854938.0,2.4238324,88.01852,85.78125,32,1
793582,83.181816,217.28574,11000000,579968.6,739,843265.94,2.506359,89.679245,83.181816,33,1
793602,85.78125,220.24059,10800000,539268.9,638,837893.6,2.4742312,89.679245,85.78125,32,1
793625,0.0,0.0,0,0.0,0,0.0,13888.889,0.0,0.0,1,1
793675,85.78125,220.24059,9633261,481663.06,323,792102.4,2.6283734,89.679245,85.78125,32,1
793875,85.78125,220.24059,10200000,510888.8,496,787733.7,2.632241,89.679245,85.78125,32,1
793899,85.78125,220.24059,10000000,500996.4,560,785172.3,2.6517448,89.679245,85.78125,32,1
793902,85.78125,220.24059,9999967,499998.34,316,784241.8,2.6561606,89.679245,85.78125,32,1
793929,85.78125,220.24059,10100000,506239.34,511,791624.06,2.614968,89.679245,85.78125,32,1
793932,85.78125,220.24059,10900000,545910.4,507,811425.06,2.5770493,89.98113,85.78125,32,1
793972,88.548386,223.315,10600000,587211.5,586,861346.0,2.3586125,95.06,88.548386,31,1
793976,85.78125,220.24059,10600000,529562.1,412,849813.75,2.4307537,89.679245,85.78125,32,1
793987,85.78125,220.24059,10600000,480051.12,552,840944.4,2.4378314,86.41818,85.78125,32,1
793994,88.548386,223.315,10500000,524211.44,415,851072.6,2.3766894,91.40385,88.548386,31,1
794008,88.548386,223.315,11000000,613655.7,499,891061.0,2.3014665,95.06,88.548386,31,1
794123,85.78125,220.24059,11300000,564088.2,458,857390.1,2.4159217,89.679245,85.78125,32,1
794143,85.78125,220.24059,11300000,563592.8,475,860713.8,2.3988528,89.679245,85.78125,32,1
794151,85.78125,220.24059,11200000,561643.7,645,858484.06,2.4059951,89.679245,85.78125,32,1
794174,85.78125,220.24059,10000000,500022.3,316,786144.75,2.6377497,89.679245,85.78125,32,1
794180,85.78125,220.24059,9756631,487831.56,327,801518.0,2.5943968,89.679245,85.78125,32,1
794183,85.78125,220.24059,10700000,510947.06,274,796960.06,2.587998,88.01852,85.78125,32,1
794190,85.78125,220.24059,11100000,529216.7,390,857440.25,2.420325,88.01852,85.78125,32,1
794193,85.78125,220.24059,11400000,496819.53,285,866040.3,2.3619406,84.875,85.78125,32,1
794194,88.548386,223.315,11400000,568665.06,272,880344.25,2.2966604,91.40385,88.548386,31,1
794200,83.181816,217.28574,11200000,587531.8,691,847143.44,2.4861798,89.679245,83.181816,33,1
794274,85.78125,220.24059,10800000,540734.1,436,814803.6,2.5302181,89.679245,85.78125,32,1
794513,85.78125,220.24059,9771974,488598.7,415,771631.8,2.6851802,89.679245,85.78125,32,1
794525,85.78125,220.24059,10300000,489952.38,406,805029.5,2.5649366,88.01852,85.78125,32,1
794600,85.78125,220.24059,10200000,509875.25,258,804132.8,2.5921307,89.679245,85.78125,32,1
794638,85.78125,220.24059,10300000,469091.8,372,848895.9,2.4763587,86.41818,85.78125,32,1
794650,0.0,0.0,0,0.0,0,0.0,12987.013,0.0,0.0,1,1
794662,83.181816,217.28574,10200000,441609.66,315,774048.4,2.717323,83.38596,83.181816,33,1
794711,85.78125,220.24059,10100000,459182.03,226,784138.44,2.6470664,86.41818,85.78125,32,1
794715,85.78125,220.24059,9873384,470161.16,342,773402.6,2.6969926,88.01852,85.78125,32,1
794716,85.78125,220.24059,10100000,504005.66,448,784304.4,2.6520832,89.679245,85.78125,32,1
794730,88.548386,223.315,9821516,491075.8,371,784697.3,2.623345,91.40385,88.548386,31,1
794732,85.78125,220.24059,10600000,532485.9,444,786476.94,2.6577275,89.679245,85.78125,32,1
794766,85.78125,220.24059,10300000,489646.75,430,790561.44,2.6412866,88.01852,85.78125,32,1
794767,88.548386,223.315,10200000,512271.3,516,799411.06,2.5671053,91.40385,88.548386,31,1
794776,85.78125,220.24059,11300000,563896.9,474,849937.5,2.440521,89.679245,85.78125,32,1
794782,85.78125,220.24059,9376040,468802.0,368,719129.3,2.8605673,89.98113,85.78125,32,1
794801,85.78125,220.24059,9473585,473679.25,242,738044.9,2.786962,89.679245,85.78125,32,1
794814,88.548386,223.315,9480854,474042.7,251,738915.25,2.7287354,91.40385,88.548386,31,1
794815,85.78125,220.24059,9463361,450636.25,313,728594.75,2.823207,88.01852,85.78125,32,1
794820,85.78125,220.24059,9458274,472913.7,509,738587.5,2.7909782,89.679245,85.78125,32,1
794821,85.78125,220.24059,9444134,472206.7,413,728391.7,2.827586,89.679245,85.78125,32,1
794832,85.78125,220.24059,10100000,506465.6,270,741396.44,2.7754047,89.679245,85.78125,32,1
794900,83.181816,217.28574,10000000,528105.1,741,761502.56,2.7764485,89.679245,83.181816,33,1
794912,85.78125,220.24059,10000000,477466.2,611,771267.94,2.6935313,88.01852,85.78125,32,1
794953,0.0,0.0,229,229.0,229,0.0,4366.812,0.0,0.0,1,1
794957,85.78125,220.24059,10100000,507017.84,487,776039.44,2.6551273,89.679245,85.78125,32,1
794984,88.548386,223.315,10500000,580804.6,362,821392.1,2.4956253,95.06,88.548386,31,1
795004,88.548386,223.315,9920820,551156.7,537,783801.75,2.5944412,95.06,88.548386,31,1
795044,85.78125,220.24059,10100000,504539.5,302,780231.06,2.6409287,89.679245,85.78125,32,1
795049,83.181816,217.28574,10100000,529771.56,273,769298.25,2.7289364,89.679245,83.181816,33,1
795055,0.0,0.0,0,0.0,0,0.0,8403.361,0.0,0.0,1,1
795056,85.78125,220.24059,10700000,466301.75,292,827193.3,2.5094159,84.875,85.78125,32,1
795064,83.181816,217.28574,10700000,509318.2,392,817569.75,2.592373,86.41818,83.181816,33,1
795118,85.78125,220.24059,10500000,526987.75,315,776556.25,2.6756308,89.679245,85.78125,32,1
795249,0.0,0.0,0,0.0,0,0.0,8928.571,0.0,0.0,1,1
795267,88.548386,223.315,10300000,515430.0,545,791099.1,2.5453384,91.40385,88.548386,31,1
795287,85.78125,220.24059,10300000,490407.75,420,781913.8,2.6293693,88.01852,85.78125,32,1
795337,85.78125,220.24059,10400000,520859.94,335,794291.75,2.5915477,89.679245,85.78125,32,1
795362,85.78125,220.24059,9473882,473694.1,283,750587.1,2.776207,89.679245,85.78125,32,1
795363,85.78125,220.24059,10100000,458565.12,336,785807.25,2.606914,86.41818,85.78125,32,1
795386,85.78125,220.24059,9478095,451337.84,379,710755.94,2.894956,88.01852,85.78125,32,1
795388,85.78125,220.24059,9943142,497157.1,327,778866.1,2.6688287,89.679245,85.78125,32,1
795390,85.78125,220.24059,9957188,474151.8,240,779340.8,2.665668,88.01852,85.78125,32,1
795551,88.548386,223.315,10200000,564538.75,477,762258.1,2.6407266,95.06,88.548386,31,1
795635,85.78125,220.24059,9938486,496924.3,496,790581.0,2.6144166,89.679245,85.78125,32,1
795782,85.78125,220.24059,10200000,484987.2,509,792978.56,2.607382,88.01852,85.78125,32,1
795791,88.548386,223.315,10200000,509235.06,491,802104.7,2.524405,91.40385,88.548386,31,1
795835,85.78125,220.24059,10900000,544222.6,491,791921.0,2.6305857,89.679245,85.78125,32,1
795863,85.78125,220.24059,9239047,461952.34,310,745796.4,2.7954602,89.679245,85.78125,32,1
795887,85.78125,220.24059,9686308,484315.4,356,764506.7,2.718967,89.679245,85.78125,32,1
795914,85.78125,220.24059,10800000,492291.22,311,798765.56,2.5747337,86.41818,85.78125,32,1
795915,85.78125,220.24059,10800000,514018.56,407,825453.9,2.488019,88.01852,85.78125,32,1
795918,88.548386,223.315,10800000,542056.25,249,835267.75,2.3990617,91.40385,88.548386,31,1
795954,85.78125,220.24059,11200000,508999.7,350,851973.56,2.4123225,86.41818,85.78125,32,1
796096,0.0,0.0,0,0.0,0,0.0,7633.588,0.0,0.0,1,1
796120,85.78125,220.24059,9300514,465025.7,313,755687.6,2.7534425,89.679245,85.78125,32,1
796195,0.0,0.0,0,0.0,0,0.0,18867.924,0.0,0.0,1,1
796374,85.78125,220.24059,9643417,459210.34,422,745971.06,2.7989078,88.31481,85.78125,32,1
796455,88.548386,223.315,9644433,482221.66,494,754586.3,2.7120388,91.40385,88.548386,31,1
796495,85.78125,220.24059,9931992,496599.6,282,779158.1,2.6453798,89.679245,85.78125,32,1
796518,85.78125,220.24059,9891883,494594.16,258,778332.9,2.6408863,89.679245,85.78125,32,1
796532,88.548386,223.315,9410375,522798.62,332,722364.9,2.8115573,95.06,88.548386,31,1
796537,85.78125,220.24059,9417726,470886.3,368,713527.0,2.9003363,89.679245,85.78125,32,1
796557,88.548386,223.315,9447287,524849.25,514,724244.56,2.80184,95.06,88.548386,31,1
796566,83.181816,217.28574,9470118,498427.25,234,703758.25,2.975955,89.679245,83.181816,33,1
796568,85.78125,220.24059,9872021,493601.06,345,756513.94,2.7531617,89.679245,85.78125,32,1
796582,85.78125,220.24059,10500000,524148.0,514,804533.8,2.5620744,89.679245,85.78125,32,1
796588,88.548386,223.315,10500000,476020.6,216,796547.75,2.524596,88.01852,88.548386,31,1
796589,83.181816,217.28574,10400000,548780.3,247,776896.8,2.6975317,89.679245,83.181816,33,1
796614,85.78125,220.24059,9683963,484198.16,338,764492.25,2.6969218,89.679245,85.78125,32,1
796668,85.78125,220.24059,9667376,483368.8,332,765927.2,2.686565,89.679245,85.78125,32,1
796693,85.78125,220.24059,9702075,462003.56,1,756034.75,2.7407181,88.01852,85.78125,32,1
796752,85.78125,220.24059,10000000,501538.2,239,763352.7,2.7115736,89.679245,85.78125,32,1
796872,85.78125,220.24059,9959201,497960.06,812,761546.2,2.727975,89.679245,85.78125,32,1
796893,85.78125,220.24059,9972130,498606.5,469,761738.56,2.7247055,89.679245,85.78125,32,1
796941,88.548386,223.315,10000000,557751.94,312,777643.8,2.6244967,95.06,88.548386,31,1
797024,85.78125,220.24059,8831601,441580.06,353,718728.2,2.8947916,89.679245,85.78125,32,1
797052,85.78125,220.24059,9579617,456172.25,413,713241.0,2.8930342,88.01852,85.78125,32,1
797073,88.548386,223.315,9534431,476721.56,401,721634.0,2.8137627,91.40385,88.548386,31,1
797094,85.78125,220.24059,10000000,501179.5,327,733750.75,2.8164291,89.679245,85.78125,32,1
797110,85.78125,220.24059,9467179,473358.94,541,720740.3,2.8423095,89.679245,85.78125,32,1
797140,85.78125,220.24059,9737477,486873.84,322,774510.94,2.666628,89.679245,85.78125,32,1
797527,83.181816,217.28574,10100000,481497.62,402,753245.1,2.7714,86.41818,83.181816,33,1
797629,85.78125,220.24059,10100000,502913.6,608,762948.06,2.7006783,89.679245,85.78125,32,1
797642,85.78125,220.24059,10100000,460132.12,464,762889.25,2.68574,86.41818,85.78125,32,1
797647,83.181816,217.28574,10100000,481445.75,364,753401.4,2.7703605,86.41818,83.181816,33,1
797770,85.78125,220.24059,10300000,514574.5,524,774396.3,2.635108,89.679245,85.78125,32,1
797840,85.78125,220.24059,9883370,494168.5,482,761770.9,2.70035,89.679245,85.78125,32,1
797852,88.548386,223.315,9819162,545509.0,550,772323.25,2.630283,95.06,88.548386,31,1
797862,85.78125,220.24059,10200000,507682.6,435,765382.4,2.7016296,89.679245,85.78125,32,1
797869,85.78125,220.24059,9256000,462800.0,323,720711.1,2.8568003,89.679245,85.78125,32,1
797879,85.78125,220.24059,9315107,465755.34,259,722724.8,2.841001,89.679245,85.78125,32,1
797892,83.181816,217.28574,9933117,473005.56,242,756560.3,2.7630484,86.41818,83.181816,33,1
797916,85.78125,220.24059,9865953,469807.28,314,762825.94,2.6956375,88.01852,85.78125,32,1
797918,88.548386,223.315,9946946,473664.1,251,776233.8,2.5874097,89.679245,88.548386,31,1
797921,83.181816,217.28574,9947136,473673.16,49,758799.7,2.7553868,86.41818,83.181816,33,1
797961,85.78125,220.24059,10300000,516940.9,315,764422.06,2.694908,89.679245,85.78125,32,1
797997,85.78125,220.24059,10500000,525824.9,230,799589.2,2.5595818,89.679245,85.78125,32,1
798058,85.78125,220.24059,10700000,535097.1,377,811044.25,2.5217118,89.679245,85.78125,32,1
798088,88.548386,223.315,9927420,551523.3,273,791170.06,2.5473235,95.06,88.548386,31,1
798116,85.78125,220.24059,9810960,467188.56,397,751673.9,2.7169707,88.01852,85.78125,32,1
798125,83.181816,217.28574,9884005,520210.78,475,744824.0,2.7837672,89.679245,83.181816,33,1
798133,85.78125,220.24059,9758139,487906.94,427,754894.3,2.7146196,89.679245,85.78125,32,1
798163,85.78125,220.24059,9942240,497112.0,519,767847.56,2.6696239,89.679245,85.78125,32,1
798176,85.78125,220.24059,9744456,464021.72,251,735298.44,2.7619677,88.01852,85.78125,32,1
798249,83.181816,217.28574,9745574,512924.94,224,725851.75,2.8484304,89.679245,83.181816,33,1
798354,85.78125,220.24059,9587911,479395.56,600,754495.75,2.741978,89.679245,85.78125,32,1
798391,85.78125,220.24059,9147506,457375.3,345,688673.6,2.995189,89.679245,85.78125,32,1
798419,85.78125,220.24059,10900000,452370.47,273,796571.9,2.5758817,83.38596,85.78125,32,1
798495,88.548386,223.315,9297834,516546.34,417,738306.75,2.761153,95.06,88.548386,31,1
798497,85.78125,220.24059,8670170,433508.5,716,715675.5,2.8960218,89.679245,85.78125,32,1
798511,83.181816,217.28574,10400000,546989.06,511,786838.2,2.665644,89.679245,83.181816,33,1
798519,85.78125,220.24059,10400000,521160.06,457,798297.75,2.578447,89.679245,85.78125,32,1
798528,85.78125,220.24059,8928281,446414.06,365,731801.44,2.8280842,89.679245,85.78125,32,1
798530,88.548386,223.315,8925494,446274.7,243,741112.3,2.7419882,91.40385,88.548386,31,1
798554,85.78125,220.24059,9394861,469743.06,435,684671.6,3.00912,89.679245,85.78125,32,1
798561,85.78125,220.24059,9943612,497180.6,533,799155.6,2.5968606,89.679245,85.78125,32,1
798594,85.78125,220.24059,9227410,461370.5,440,705228.6,2.9304762,89.679245,85.78125,32,1
798622,85.78125,220.24059,9886489,494324.44,353,740529.0,2.7966044,89.679245,85.78125,32,1
798663,85.78125,220.24059,11100000,555845.6,494,829304.56,2.4857833,89.679245,85.78125,32,1
798673,88.548386,223.315,8895863,444793.16,302,765169.56,2.7121284,91.40385,88.548386,31,1
798679,85.78125,220.24059,9823460,491173.0,342,763522.7,2.7048063,89.679245,85.78125,32,1
798811,85.78125,220.24059,8882840,444142.0,318,664867.1,3.1124556,89.679245,85.78125,32,1
798856,85.78125,220.24059,10800000,492573.28,546,789498.06,2.6123383,86.41818,85.78125,32,1
798891,88.548386,223.315,10600000,587789.75,517,857533.75,2.3638113,95.06,88.548386,31,1
798933,88.548386,223.315,10800000,600672.94,371,869200.9,2.3227656,95.06,88.548386,31,1
798934,83.181816,217.28574,10600000,557832.5,247,835183.06,2.5127864,89.679245,83.181816,33,1
798970,85.78125,220.24059,10200000,511777.9,325,805598.7,2.5768943,89.679245,85.78125,32,1
798989,88.548386,223.315,10200000,564070.94,328,794754.3,2.570451,95.06,88.548386,31,1
798995,0.0,0.0,0,0.0,0,0.0,12500.0,0.0,0.0,1,1
799038,85.78125,220.24059,9967985,453090.22,417,767498.06,2.6811285,86.41818,85.78125,32,1
799049,88.548386,223.315,8978576,498809.78,517,750135.4,2.7330034,95.06,88.548386,31,1
799116,85.78125,220.24059,9114628,455731.4,379,758306.9,2.7412102,89.679245,85.78125,32,1
799119,85.78125,220.24059,9600231,480011.56,490,786484.8,2.6332257,89.679245,85.78125,32,1
799162,88.548386,223.315,10400000,518287.9,431,783650.56,2.6305594,91.40385,88.548386,31,1
799167,88.548386,223.315,10400000,517753.94,227,783379.3,2.6337335,91.40385,88.548386,31,1
799172,88.548386,223.315,10300000,574492.25,376,782273.8,2.6370077,95.06,88.548386,31,1
799174,0.0,0.0,0,0.0,0,0.0,13698.63,0.0,0.0,1,1
799179,85.78125,220.24059,11300000,513090.72,274,829117.3,2.5182447,86.41818,85.78125,32,1
799180,0.0,0.0,0,0.0,0,0.0,14492.754,0.0,0.0,1,1
799187,85.78125,220.24059,11100000,556439.1,467,843405.2,2.4621563,89.679245,85.78125,32,1
799194,85.78125,220.24059,11100000,505350.6,49,847177.8,2.450208,86.70909,85.78125,32,1
799209,88.548386,223.315,9919713,551095.2,476,823852.56,2.4932942,95.06,88.548386,31,1
799211,85.78125,220.24059,8727293,436364.66,343,755413.44,2.7977347,89.679245,85.78125,32,1
799221,83.181816,217.28574,9829093,517320.7,231,728003.5,2.9299307,89.679245,83.181816,33,1
799223,85.78125,220.24059,9869378,448608.1,323,738749.3,2.8293192,86.41818,85.78125,32,1
799226,85.78125,220.24059,9885939,494296.94,403,818669.0,2.5617306,89.679245,85.78125,32,1
799227,85.78125,220.24059,9948762,497438.1,517,816453.4,2.5543494,89.679245,85.78125,32,1
799240,0.0,0.0,0,0.0,0,0.0,5208.3335,0.0,0.0,1,1
799265,88.548386,223.315,10400000,577305.7,511,790880.56,2.6195927,95.38,88.548386,31,1
799276,85.78125,220.24059,9295576,464778.8,489,746190.8,2.7915456,89.98113,85.78125,32,1
799280,85.78125,220.24059,9226920,461346.0,513,713476.25,2.914932,89.679245,85.78125,32,1
799281,85.78125,220.24059,9999571,499978.56,314,755535.2,2.788756,89.679245,85.78125,32,1
799301,85.78125,220.24059,9209723,460486.16,494,760274.06,2.7230482,89.679245,85.78125,32,1
799324,85.78125,220.24059,9071327,453566.34,314,774269.5,2.710834,89.679245,85.78125,32,1
799333,83.181816,217.28574,9988031,525685.8,528,742329.8,2.8501735,89.679245,83.181816,33,1
799340,85.78125,220.24059,10100000,502806.2,258,756216.6,2.7456715,89.679245,85.78125,32,1
799345,85.78125,220.24059,10100000,504486.5,531,757315.3,2.7395163,89.679245,85.78125,32,1
799347,88.548386,223.315,10200000,565414.6,48,772411.8,2.631417,95.06,88.548386,31,1
799377,85.78125,220.24059,10200000,511130.0,458,770098.1,2.740298,89.679245,85.78125,32,1
799382,85.78125,220.24059,10000000,455294.4,273,752817.9,2.742597,86.41818,85.78125,32,1
799389,85.78125,220.24059,9530868,476543.4,496,759279.8,2.7481282,89.679245,85.78125,32,1
799390,85.78125,220.24059,10400000,520225.4,348,801381.9,2.615221,89.679245,85.78125,32,1
799391,85.78125,220.24059,9382688,390945.34,232,765969.75,2.680638,83.38596,85.78125,32,1
799392,85.78125,220.24059,9501853,475092.66,326,784038.9,2.6546314,89.679245,85.78125,32,1
799400,85.78125,220.24059,9740327,487016.34,273,727980.2,2.8167982,89.679245,85.78125,32,1
799405,88.548386,223.315,10200000,464387.22,355,768912.94,2.6150343,88.01852,88.548386,31,1
799406,85.78125,220.24059,10000000,454676.12,233,739667.9,2.7491539,86.41818,85.78125,32,1
799411,88.548386,223.315,10100000,503133.25,247,757874.4,2.6528895,91.40385,88.548386,31,1
799425,85.78125,220.24059,10900000,546024.3,513,809057.3,2.5813062,89.679245,85.78125,32,1
799441,85.78125,220.24059,10100000,506047.2,458,757931.56,2.7139688,89.679245,85.78125,32,1
799484,85.78125,220.24059,9907432,450337.8,494,769518.0,2.6600635,86.41818,85.78125,32,1
799508,85.78125,220.24059,9942443,497122.16,478,822200.9,2.5289104,89.679245,85.78125,32,1
799516,85.78125,220.24059,11000000,501441.72,494,860700.25,2.4114928,86.41818,85.78125,32,1
799538,88.548386,223.315,10800000,601235.25,571,864768.8,2.3739746,95.06,88.548386,31,1
799638,85.78125,220.24059,10600000,530079.94,442,791379.25,2.615999,89.679245,85.78125,32,1
799685,88.548386,223.315,10200000,563930.75,362,764027.6,2.6308227,95.06,88.548386,31,1
799814,88.548386,223.315,10700000,593889.0,638,810477.2,2.5157337,95.06,88.548386,31,1
799830,85.78125,220.24059,10600000,530011.06,444,792128.1,2.6163783,89.679245,85.78125,32,1
799880,85.78125,220.24059,10600000,528751.1,518,799747.7,2.580438,89.679245,85.78125,32,1
799883,85.78125,220.24059,10800000,538495.0,321,815268.9,2.5672956,89.679245,85.78125,32,1
799982,85.78125,220.24059,9319575,465978.75,513,767550.2,2.7133129,89.679245,85.78125,32,1
799984,85.78125,220.24059,9743667,487183.34,536,767888.75,2.6660757,89.679245,85.78125,32,1
799998,85.78125,220.24059,10700000,533567.4,509,811413.1,2.5687094,89.679245,85.78125,32,1
800014,85.78125,220.24059,10300000,515144.1,577,793814.5,2.6469204,89.679245,85.78125,32,1
800023,85.78125,220.24059,10200000,510984.0,505,762416.7,2.694668,89.679245,85.78125,32,1
800036,83.181816,217.28574,10800000,565909.3,599,809201.25,2.6607206,89.679245,83.181816,33,1
800039,85.78125,220.24059,10700000,488058.47,416,819978.75,2.583159,86.41818,85.78125,32,1
800040,88.548386,223.315,10700000,594628.8,310,830962.25,2.5071905,95.06,88.548386,31,1
800055,85.78125,220.24059,11200000,561407.44,489,833220.94,2.5385702,89.98113,85.78125,32,1
800058,85.78125,220.24059,11200000,560018.4,365,831113.75,2.5448065,89.679245,85.78125,32,1
800068,85.78125,220.24059,10600000,527505.4,336,849849.56,2.4531224,89.679245,85.78125,32,1
800082,85.78125,220.24059,9942217,497110.84,240,781719.7,2.6180878,89.679245,85.78125,32,1
800085,88.548386,223.315,10500000,585334.75,487,801241.2,2.511574,95.06,88.548386,31,1
800088,88.548386,223.315,10500000,585349.1,490,794496.4,2.5393853,95.06,88.548386,31,1
