Bwd Packet Length Mean,Bwd Packet Length Std,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Min,Bwd IAT Std,Bwd Packets/s,Avg Packet Size,Avg Bwd Segment Size,Subflow Bwd Packets,Label
0,0,232,232,232,0,4310.3447,9.333333,0,1,1
0,0,10985,5492.5,1973,0,91.033226,6,0,1,4
0,0,203,203,203,0,4926.1084,9.333333,0,1,1
12.533334,14.54975,6074913,759364.1,3,1262622.4,1.656038,12.666667,12.533334,15,1
44.666668,72.23111,79977,26659,68,54723.7,37.510784,48.57143,44.666668,3,1
1932.5,3126.6826,84800000,21200000,5,37900000,0.070632204,1083.8182,1932.5,6,4
44.666668,72.23111,76001,25333.666,67,51976.59,39.473164,48.714287,44.666668,3,1
6,0,0,0,0,0,7936.508,3,6,1,5
0,0,10000000,10000000,10000000,0,0,0,0,0,4
12.533334,14.54975,6579830,822478.75,3,1326430.9,1.5805509,12.208333,12.533334,15,1
0,0,8593797,2148449.2,4,0,0,7.2,0,0,3
2,0,687,687,687,0,1455.6041,4,2,1,5
12.533334,14.54975,5881959,735244.9,3,1295773.1,1.6183807,12.375,12.533334,15,1
0,0,218,218,218,0,4587.156,9.333333,0,1,1
168,0,0,0,0,0,3.24043,133,168,1,0
686,1372,416810,138936.67,784,1674174.4,1.1711426,399.625,686,4,0
12.533334,14.54975,5638115,704764.4,3,1261382.6,1.678155,12.125,12.533334,15,1
12.533334,14.54975,5748203,718525.4,3,1254233.2,1.6673163,12.166667,12.533334,15,1
6,0,18400000,18400000,18400000,0,0.10888421,3,6,2,5
6,0,0,0,0,0,16666.666,5,6,1,5
92,0,0,0,0,0,16.170763,106,92,1,0
0,0,5355437,2677718.5,867,0,0.18672612,0,0,1,6
0,0,0,0,0,0,25000,0,0,1,1
142.94595,295.35403,11900000,441259.97,1,730754.25,2.7437737,112.753845,142.94595,37,1
0,0,5559,5559,5559,0,0,9,0,0,0
12.533334,14.54975,5543232,692904,218,1168990.5,1.7826178,12.375,12.533334,15,1
83.181816,217.28574,10900000,572309.94,640,831388.44,2.5179806,89.679245,83.181816,33,1
85.78125,220.24059,11000000,549898.4,233,859992.7,2.422431,89.679245,85.78125,32,1
12.533334,14.54975,6296550,787068.75,3,1334444,1.570438,12.208333,12.533334,15,1
12.533334,14.54975,5199473,649934.1,238,1245093.4,1.7095084,12.708333,12.533334,15,1
85.78125,220.24059,10200000,507947.1,476,776045.25,2.6378925,89.679245,85.78125,32,1
12.533334,14.54975,6210638,776329.75,78,1270784.6,1.5891484,12.416667,12.533334,15,1
85.78125,220.24059,11800000,590483.5,465,906866.75,2.2901802,89.679245,85.78125,32,1
1932.5,2181.0083,12006,6003,4,58910.023,40.924065,1327.3334,1932.5,6,4
0,0,7365816,2455272,3,0,0,7.5,0,0,3
0,0,977,488.5,97,0,1023.54144,0,0,1,5
83.181816,217.28574,10200000,464306.62,199,770157.06,2.693622,85.16071,83.181816,33,1
6,0,19161,9580.5,2,0,52.107758,13.75,6,1,0
85.78125,220.24059,9386682,469334.1,498,768614.56,2.6897292,89.679245,85.78125,32,1
187,0,0,0,0,0,18.45972,154.5,187,1,0
0,0,238,238,238,0,4201.6807,9.333333,0,1,1
2,0,601,601,601,0,1663.8936,4,2,1,5
44.666668,72.23111,79912,26637.334,54,54659.355,37.541294,48.714287,44.666668,3,1
6,0,56400000,56400000,56400000,0,0.035443153,3,6,2,5
0,0,245,245,245,0,4081.6326,9.333333,0,1,1
1933.5,1757.7899,71400000,10200000,0,429627.53,0.08295594,833.0714,1933.5,6,3
0,0,235,235,235,0,4255.3193,9.333333,0,1,1
0,0,922,461,313,0,1084.5988,0,0,1,5
0,0,7565815,1891453.8,4,0,0,7.2,0,0,3
2901.75,5795.5005,1397,698.5,695,57468.78,39.245697,1661.8572,2901.75,4,3
12.533334,14.54975,6472505,809063.1,3,1363463.1,1.5426549,12.208333,12.533334,15,1
12.533334,14.54975,5912108,739013.5,49,1208647.2,1.7345017,12.25,12.533334,15,1
0,0,230,230,230,0,4347.826,9.333333,0,1,1
12.533334,14.54975,6320155,790019.4,258,1229900.2,1.7132006,12.833333,12.533334,15,1
0,0,5243646,2621823,893,0,0.190707,0,0,1,6
12.533334,14.54975,6729923,841240.4,237,1361341.8,1.492947,12.166667,12.533334,15,1
88.548386,223.315,9594522,436114.62,309,771005.9,2.6429496,88.01852,88.548386,31,1
85.78125,220.24059,10300000,514359.66,396,797146.44,2.6101542,89.679245,85.78125,32,1
0,0,257,257,257,0,3891.0505,9.333333,0,1,1
0,0,5629007,2814503.5,723,0,0.17765123,0,0,1,6
0,0,5707536,2853768,742,0,0.17520696,0,0,1,6
6,0,0,0,0,0,111111.11,9,6,1,1
85.78125,220.24059,9193274,417876.1,218,688498.5,3.0193322,86.41818,85.78125,32,1
2898.75,4095.5662,98800000,12300000,1,67712.6,0.040439647,919.0769,2898.75,4,4
0,0,232,232,232,0,4310.3447,9.333333,0,1,1
2,0,657,657,657,0,1522.0701,4,2,1,5
0,0,5910917,2955458.5,889,0,0.16917849,0,0,1,2
2,0,527,527,527,0,1897.5332,4,2,1,5
12.533334,14.54975,5844088,730511,4,1239248.9,1.6901609,12.333333,12.533334,15,1
12.533334,14.54975,6975708,871963.5,3,1259903.6,1.6116781,11.958333,12.533334,15,1
0,0,196,196,196,0,5102.041,9.333333,0,1,1
1449.375,1729.3801,102000000,14500000,1,38000000,0.07863508,813.3125,1449.375,8,4
1933.5,2189.773,101000000,14400000,2,18374.645,0.059534315,833.0714,1933.5,6,3
1934.5,2538.9192,655,327.5,63,58612.273,45.43768,1292.5555,1934.5,6,3
76.70731,195.57022,13200000,424709.72,1,684723.44,2.6875002,73.21918,76.70731,41,1
0,0,5113601,2556800.5,887,0,0.19555691,0,0,1,6
0,0,204,204,204,0,4901.961,9.333333,0,1,1
6,0,997287,498643.5,497311,2016.6686,3.0067894,3,6,3,1
0,0,220,220,220,0,4545.4546,9.333333,0,1,1
12.533334,14.54975,6143470,767933.75,230,1233091,1.6997013,12.041667,12.533334,15,1
83.181816,217.28574,10100000,502817.84,500,748831.6,2.8163733,88.31481,83.181816,33,1
0,0,259,259,259,0,3861.004,9.333333,0,1,1
0,0,5542777,2771388.5,932,0,0.18041497,0,0,1,2
0,0,11000000,3670607.2,595,0,0.18162298,3,0,2,5
132,0,3,3,3,0,42.693993,88.5,132,2,0
85.78125,220.24059,9650629,482531.44,315,750374.8,2.7674403,89.679245,85.78125,32,1
0,0,2538,2538,2538,0,0,0,0,0,4
0,0,272,272,272,0,3676.4707,9.333333,0,1,1
0,0,5084910,2542455,879,0,0.19666031,0,0,1,6
6,0,0,0,0,0,14084.507,3,6,1,5
0,0,258,258,258,0,3875.969,9.333333,0,1,1
0,0,618,309,3,0,1618.1229,0,0,1,5
0,0,259,259,259,0,3861.004,9.333333,0,1,1
0,0,235,235,235,0,4255.3193,9.333333,0,1,1
12.533334,14.54975,6550637,818829.6,3,1250278.2,1.6966627,12.416667,12.533334,15,1
12.533334,14.54975,5936598,742074.75,3,1283063.2,1.6327037,12,12.533334,15,1
12.533334,14.54975,5658833,707354.1,3,1237488.9,1.671747,12.083333,12.533334,15,1
2321.4,3327.7698,74400000,10600000,3,922936.56,0.065537274,897.61536,2321.4,5,3
44.666668,72.23111,112603,37534.332,23,77828.414,26.642275,48.714287,44.666668,3,1
0,0,4297908,1432636,989,0,0,7.5,0,0,3
0,0,233,233,233,0,4291.8457,9.333333,0,1,1
12.533334,14.54975,6188395,773549.4,3,1256071.4,1.67299,12.5,12.533334,15,1
88.548386,223.315,9215529,511973.84,495,695021.8,2.8740115,95.06,88.548386,31,1
12.533334,14.54975,6318269,789783.6,222,1336787.1,1.5640559,12.166667,12.533334,15,1
2,0,558,558,558,0,1792.1147,4,2,1,5
6,0,0,0,0,0,333333.34,5,6,1,5
12.533334,14.54975,6376544,797068,215,1412223.5,1.4782064,12.291667,12.533334,15,1
83.181816,217.28574,10800000,512564,618,789839.9,2.6277092,86.41818,83.181816,33,1
95,0,1,1,1,0,9478.673,72.25,95,2,0
85.78125,220.24059,11300000,539983.44,318,860639.44,2.3812168,88.01852,85.78125,32,1
12.533334,14.54975,5776695,722086.9,48,1229668.5,1.708962,12.416667,12.533334,15,1
12.533334,14.54975,6235997,779499.6,3,1253010.1,1.6727991,12.166667,12.533334,15,1
44.666668,72.23111,77932,25977.334,18,53476.363,38.4951,49.142857,44.666668,3,1
44.666668,72.23111,97631,32543.666,81,66777.05,30.727945,286.2857,44.666668,3,1
0,0,229,229,229,0,4366.812,9.333333,0,1,1
6,0,3,3,3,0,19607.844,8,6,1,3
0,0,0,0,0,0,10638.298,0,0,1,2
12.533334,14.54975,5028793,628599.1,49,1189503.5,1.7571607,12.541667,12.533334,15,1
12.533334,14.54975,4846944,605868,3,1198250.8,1.7852327,12.333333,12.533334,15,1
0,0,5534746,2767373,691,0,0.18067676,0,0,1,2
0,0,279,279,279,0,3584.2295,9.333333,0,1,1
0,0,247,247,247,0,4048.583,9.333333,0,1,1
0,0,37248,37248,37248,0,0,0,0,0,1
12.533334,14.54975,5924480,740560,18,1134822.6,1.8135619,11.875,12.533334,15,1
85.78125,220.24059,10300000,516615.34,313,777262.9,2.6547296,89.679245,85.78125,32,1
12.533334,14.54975,5379357,672419.6,235,1258114.4,1.6931717,12.75,12.533334,15,1
10,14.142136,12070,4023.3333,3,0,165.70009,3.3333333,10,2,5
3768.3098,2374.6697,119000000,42883.793,0,229801.25,17.533138,1620.3866,3768.3098,2091,1
85.78125,220.24059,10200000,509658.16,320,785259.4,2.627159,89.679245,85.78125,32,1
0,0,685,342.5,3,0,1459.854,0,0,1,5
12.533334,14.54975,5533866,691733.25,3,1192246.8,1.7629162,12.041667,12.533334,15,1
85.78125,220.24059,10400000,520295.2,528,800506.7,2.5648112,89.679245,85.78125,32,1
6,0,997299,498649.5,496270,3367.2424,3.0070424,3,6,3,1
0,0,0,0,0,0,13157.895,0,0,1,2
12.533334,14.54975,6036895,754611.9,218,1285499.6,1.6361728,11.958333,12.533334,15,1
0,0,5907301,2953650.5,898,0,0.16928205,0,0,1,2
0,0,638,319,53,0,1567.3981,0,0,1,5
85.78125,220.24059,9272834,463641.7,4,742640.3,2.768233,89.679245,85.78125,32,1
12.533334,14.54975,5554971,694371.4,257,1158433.4,1.8057187,11.958333,12.533334,15,1
44.666668,72.23111,73397,24465.666,67,49947.902,40.873604,48.857143,44.666668,3,1
0,0,168,168,168,0,5952.381,9.333333,0,1,1
12.533334,14.54975,6037727,754715.9,1,1249744.9,1.6673229,12.291667,12.533334,15,1
6,0,18400000,18400000,18400000,0,0.10871977,3,6,2,5
0,0,5823478,2911739,718,0,0.17171869,0,0,1,6
0,0,5761662,2880831,682,0,0.17356104,0,0,1,2
44.666668,72.23111,74152,24717.334,52,50609.754,40.45744,48.714287,44.666668,3,1
0,0,5876841,1469210.2,3,0,0,7.2,0,0,3
0,0,5484912,2742456,717,0,0.18231833,0,0,1,6
0,0,387,387,387,0,2583.9792,9.333333,0,1,1
0,0,5028865,2514432.5,844,0,0.19885203,0,0,1,6
12.533334,14.54975,5983795,747974.4,2,1270368.2,1.6507981,12.208333,12.533334,15,1
0,0,34200000,11400000,999974,18000000,0.11707138,0,0,4,5
1656.4286,2119.4802,84800000,17000000,1,34600000,0.08241293,917.8461,1656.4286,7,4
12.533334,14.54975,6161789,770223.6,3,1281442.8,1.633194,11.916667,12.533334,15,1
0,0,0,0,0,0,10989.011,0,0,1,1
44.666668,72.23111,64460,21486.666,128,43429.793,46.54049,48.714287,44.666668,3,1
12.533334,14.54975,5759963,719995.4,230,1190103.4,1.7747928,12.958333,12.533334,15,1
0,0,377,377,377,0,2652.5198,9.333333,0,1,1
83.181816,217.28574,10800000,567492.5,211,816701.5,2.560153,89.679245,83.181816,33,1
2,0,613,613,613,0,1631.3214,4,2,1,5
12.533334,14.54975,6107873,763484.1,212,1295014.4,1.6172771,12.916667,12.533334,15,1
44.666668,72.23111,71763,23921,21,48989.066,41.80427,48.714287,44.666668,3,1
0,0,232,232,232,0,4310.3447,9.333333,0,1,1
12.533334,14.54975,6124202,765525.25,1,1229693,1.704297,12.375,12.533334,15,1
12.533334,14.54975,6124727,765590.9,3,1295195.2,1.6169996,11.708333,12.533334,15,1
0,0,5617948,2808974,712,0,0.17800094,0,0,1,2
85.78125,220.24059,9564384,478219.2,315,710653.9,2.9335635,89.679245,85.78125,32,1
693.9423,362.44434,34100000,168711.73,871,451822.5,3.0514097,378.09772,693.9423,104,2
0,0,5879885,2939942.5,887,0,0.17007135,0,0,1,2
2321.4,4413.202,750,375,113,307118.38,8.122105,1454.125,2321.4,5,3
88.548386,223.315,11500000,573925.9,402,919046.4,2.2050874,91.40385,88.548386,31,1
85.78125,220.24059,10600000,530011.06,444,792128.1,2.6163783,89.679245,85.78125,32,1
12.533334,14.54975,6227109,778388.6,226,1268118.9,1.6513224,12.458333,12.533334,15,1
44.666668,72.23111,69542,23180.666,17,47197.965,43.139397,186.57143,44.666668,3,1
0,0,266,266,266,0,3759.3984,9.333333,0,1,1
44.666668,72.23111,66461,22153.666,62,45362.312,45.139256,48.857143,44.666668,3,1
85.78125,220.24059,10200000,511543.75,330,763637.94,2.7334979,89.679245,85.78125,32,1
12.533334,14.54975,5800301,725037.6,4,1222806.9,1.7149241,12.375,12.533334,15,1
2900.25,3345.637,6036,3018,6,347650.34,6.5352855,1661,2900.25,4,3
0,0,6686795,2228931.8,4,0,0,7.5,0,0,3
12.533334,14.54975,6049969,756246.1,13,1241400.1,1.6566607,12.291667,12.533334,15,1
0,0,10600000,3520115.2,278,0,0,7.5,0,0,3
85.78125,220.24059,9615290,480764.5,464,800661.1,2.6263049,89.679245,85.78125,32,1
85.78125,220.24059,9987307,499365.34,414,751844.94,2.7065797,89.679245,85.78125,32,1
0,0,241,241,241,0,4149.3774,9.333333,0,1,1
0,0,5948346,2974173,921,0,0.16811396,0,0,1,2
2321.4,3327.7698,855,427.5,116,763623.44,3.271063,1454.125,2321.4,5,3
6,0,1035208,517604,512682,6629.126,2.8964965,3,6,3,1
12.533334,14.54975,5598900,699862.5,4,1100931.1,1.913559,12.416667,12.533334,15,1
2321.4,3346.364,72500000,10400000,1,596321.6,0.06788681,897.61536,2321.4,5,3
0,0,243,243,243,0,4115.2266,9.333333,0,1,1
6,0,0,0,0,0,17543.86,5,6,1,5
92.5,185,3551970,1183990,885,2573688.5,0.46750927,94.125,92.5,4,2
0,0,5725757,2862878.5,749,0,0.1746494,0,0,1,2
12.533334,14.54975,6717812,839726.5,3,1253889.9,1.6877863,12.125,12.533334,15,1
0,0,217,217,217,0,4608.295,9.333333,0,1,1
0,0,5435040,2717520,685,0,0.18399128,0,0,1,2
0,0,20097,5024.25,207,0,0,0,0,0,5
0,0,204,204,204,0,4901.961,9.333333,0,1,1
0,0,834,417,1,0,1199.0408,0,0,1,5
0,0,239,239,239,0,4184.1006,9.333333,0,1,1
88.548386,223.315,9619520,534417.75,296,820618.94,2.520694,95.06,88.548386,31,1
91,182,3921027,1307009,899,2630174.8,0.44818053,120.75,91,4,2
12.533334,14.54975,6643352,830419,4,1316879.2,1.5995163,12.208333,12.533334,15,1
0,0,761,380.5,48,0,1314.0604,0,0,1,5
0,0,287,287,287,0,3484.3206,9.333333,0,1,1
12.533334,14.54975,6316367,789545.9,3,1313220.2,1.5925944,12,12.533334,15,1
0,0,404,404,404,0,0,0,0,0,1
0,0,5173920,2586960,1040,0,0.19327705,0,0,1,6
108,0,4,4,4,0,11.267606,79.5,108,2,0
12.533334,14.54975,5882732,735341.5,3,1268066.6,1.6487869,12.583333,12.533334,15,1
0,0,580,290,3,0,1724.138,0,0,1,5
12.533334,14.54975,5801061,725132.6,3,1254669.1,1.6697732,12.083333,12.533334,15,1
0,0,243,243,243,0,4115.2266,9.333333,0,1,1
85.78125,220.24059,11500000,572916.3,331,880726.3,2.3574343,89.679245,85.78125,32,1
694.0192,362.52344,34000000,168078.64,862,448319.22,3.062897,378.12378,694.0192,104,2
0,0,10100000,2013143.4,0,0,0,7,0,0,3
0,0,258,258,258,0,3875.969,9.333333,0,1,1
88.548386,223.315,9075454,504191.88,411,726239.5,2.8331065,95.06,88.548386,31,1
60,0,0,0,0,0,32.890408,74,60,1,0
0,0,210,210,210,0,4761.905,9.333333,0,1,1
1932.5,1754.8314,99800000,14300000,1,59905.855,0.060057227,851.8571,1932.5,6,4
0,0,5455097,2727548.5,893,0,0.1833148,0,0,1,2
0,0,3128940,1042980,3,0,0,7.5,0,0,3
12.533334,14.54975,6006384,750798,4,1219154.9,1.6866317,11.833333,12.533334,15,1
0,0,223,223,223,0,4484.305,9.333333,0,1,1
12.533334,14.54975,5766421,720802.6,256,1197539.1,1.7446795,12.125,12.533334,15,1
83.181816,217.28574,10400000,549345.7,692,777595.06,2.6907434,89.679245,83.181816,33,1
326.6,506.89246,61500000,3616139.8,75,5100838.5,0.2440041,194.51515,326.6,15,0
85.78125,220.24059,11200000,623214.56,811,880173.4,2.347755,93.196075,85.78125,32,1
88.548386,223.315,11200000,562287.4,274,890335.9,2.2624896,91.40385,88.548386,31,1
1656.4286,2119.4802,101000000,14400000,1,41300000,0.06909828,799.3333,1656.4286,7,4
0,0,207,207,207,0,4830.918,9.333333,0,1,1
0,0,5200079,2600039.5,895,0,0.19230478,0,0,1,6
0,0,239,239,239,0,4184.1006,9.333333,0,1,1
0,0,276,276,276,0,3623.1885,9.333333,0,1,1
0,0,252,252,252,0,3968.254,9.333333,0,1,1
0,0,5299321,2649660.5,883,0,0.18870342,0,0,1,6
6,0,0,0,0,0,21739.13,9,6,1,1
0,0,5079571,2539785.5,890,0,0.19686702,0,0,1,2
0,0,5280778,1320194.5,368,0,0,7.2,0,0,3
694.08655,362.59097,34100000,168761.5,688,451177.4,3.0505667,378.14658,694.08655,104,2
0,0,1992432,498108,283,0,0,7.2,0,0,3
0,0,24200000,6047831.5,4,0,0,7.2,0,0,3
85.78125,220.24059,9520169,476008.44,281,725209.7,2.8568776,89.679245,85.78125,32,1
0,0,18827,4706.75,244,0,0,0,0,0,5
95.74074,238.45264,10500000,525541.75,543,800830.56,2.5687778,92.020836,95.74074,27,1
36.25,61.96975,347896,86974,27,199291.9,11.497689,39.88889,36.25,4,1
83.181816,217.28574,10300000,491225,790,785501.94,2.6490307,86.41818,83.181816,33,1
6,0,36800000,36800000,36800000,0,0.05434815,3,6,2,5
12.533334,14.54975,5731305,716413.1,3,1190649.5,1.7567592,13,12.533334,15,1
0,0,239,239,239,0,4184.1006,9.333333,0,1,1
85.78125,220.24059,10300000,492288.25,481,769850.2,2.6704798,88.01852,85.78125,32,1
2,0,608,608,608,0,1644.7368,4,2,1,5
12.533334,14.54975,5721148,715143.5,3,1188742.1,1.7589405,12.291667,12.533334,15,1
85.78125,220.24059,9678999,483949.94,273,733540.8,2.8156576,89.679245,85.78125,32,1
12.533334,14.54975,5286284,660785.5,314,1174591.8,1.7528204,12.125,12.533334,15,1
0,0,255,255,255,0,3921.5686,9.333333,0,1,1
673.3333,649.53467,211090,30155.715,3,5297036.5,0.59387875,434,673.3333,9,0
0,0,0,0,0,0,25.659449,0,0,1,0
12.533334,14.54975,6415982,801997.75,274,1251249.1,1.6842306,12.125,12.533334,15,1
1140.1451,608.95667,116000000,728210.5,0,4320941,1.6064191,635.29193,1140.1451,186,0
0,0,3947914,1315971.4,1,0,0,7.5,0,0,3
0,0,249,249,249,0,4016.0642,9.333333,0,1,1
0,0,313,313,313,0,3194.8882,9.333333,0,1,1
1932.5,2537.82,99500000,16600000,1,102147.65,0.060154516,914.2308,1932.5,6,4
85.78125,220.24059,10100000,506219.16,333,752860,2.7751262,89.679245,85.78125,32,1
85.78125,220.24059,10500000,526516.9,360,774863.6,2.6787505,89.679245,85.78125,32,1
88.548386,223.315,11200000,619659.1,419,854488.06,2.378979,94.74,88.548386,31,1
0,0,5716344,2858172,916,0,0.174937,0,0,1,2
145,0,1,1,1,0,4.219703,101,145,2,0
12.533334,14.54975,5708249,713531.1,4,1159476.1,1.7987753,12.416667,12.533334,15,1
12.533334,14.54975,5551507,693938.4,212,1237450.1,1.6738814,12.25,12.533334,15,1
85.78125,220.24059,9737490,486874.5,331,742423.56,2.7497776,89.679245,85.78125,32,1
85.78125,220.24059,9889796,494489.8,468,802780.8,2.5787156,89.679245,85.78125,32,1
12.533334,14.54975,5086630,635828.75,3,1189588.6,1.7775016,12.291667,12.533334,15,1
0,0,222,222,222,0,4504.5044,9.333333,0,1,1
1656.4286,1947.6382,99400000,16600000,1,5366.8706,0.070395716,849.2143,1656.4286,7,4
12.533334,14.54975,6320233,790029.1,219,1316701.5,1.5911851,12.166667,12.533334,15,1
116.86842,268.04337,14000000,538854.25,1,908467.7,2.3703146,111.76923,116.86842,38,1
12.533334,14.54975,6377780,797222.5,4,1413218.1,1.4877702,12.083333,12.533334,15,1
12.533334,14.54975,6793510,849188.75,3,1321592.2,1.5699459,12.375,12.533334,15,1
2321.4,4413.202,690,345,48,135420.81,18.380798,1454.125,2321.4,5,3
67,0,0,0,0,0,32.894737,84.5,67,1,0
6,0,0,0,0,0,14705.883,9,6,1,1
44.666668,72.23111,82027,27342.334,33,55982.35,36.573322,48.714287,44.666668,3,1
12.533334,14.54975,6607065,825883.1,235,1295226.9,1.6218415,12.458333,12.533334,15,1
85.78125,220.24059,10500000,523223.8,320,820644.75,2.5151885,89.679245,85.78125,32,1
0,0,6000338,3000169,820,0,0.16665728,0,0,1,2
85.78125,220.24059,8978910,448945.5,455,701621.44,2.9116642,89.679245,85.78125,32,1
12.533334,14.54975,6584171,823021.4,4,1325504.9,1.5812311,12.375,12.533334,15,1
44.666668,72.23111,73457,24485.666,99,50005.176,40.840218,48.57143,44.666668,3,1
85.78125,220.24059,9748969,487448.44,277,752405.94,2.7098012,89.679245,85.78125,32,1
12.533334,14.54975,6848206,856025.75,260,1371245.4,1.5329477,12.375,12.533334,15,1
1933.5,2189.773,12975,6487.5,1,100322.33,24.941387,1291.8889,1933.5,6,3
0,0,5588170,2794085,879,0,0.17894946,0,0,1,6
12.533334,14.54975,5979748,747468.5,3,1197761,1.7470809,11.958333,12.533334,15,1
1933.5,1757.7899,90400000,11300000,1,122630.04,0.06618458,777.93335,1933.5,6,3
104,0,0,0,0,0,9.342128,97,104,1,0
12.533334,14.54975,5823435,727929.4,3,1169041.1,1.7904186,12.458333,12.533334,15,1
2315.2,2194.1565,2239,447.8,3,293.3138,2233.14,1058,2315.2,5,5
2,0,597,597,597,0,1675.0419,4,2,1,5
0,0,218,218,218,0,4587.156,9.333333,0,1,1
6,0,1008951,504475.5,499204,7400.5796,2.9716947,3,6,3,1
83.181816,217.28574,10800000,514221.16,486,826099.5,2.4118776,86.41818,83.181816,33,1
0,0,5215215,2607607.5,858,0,0.19174665,0,0,1,2
0,0,229,229,229,0,4366.812,9.333333,0,1,1
85.78125,220.24059,10600000,527642.4,538,814895,2.529649,89.679245,85.78125,32,1
1934.5,2538.9192,2439,1219.5,16,351606.4,7.5936294,1292.5555,1934.5,6,3
12.533334,14.54975,5797512,724689,3,1252811.5,1.6712891,11.916667,12.533334,15,1
0,0,235,235,235,0,4255.3193,9.333333,0,1,1
240,0,3,3,3,0,5305.0396,162,240,2,0
6,0,0,0,0,0,10869.565,9,6,1,1
0,0,8131362,2710454,280,0,0,7.5,0,0,3
0,0,5788594,2894297,903,0,0.17275353,0,0,1,2
0,0,5678026,2839013,844,0,0.17611754,0,0,1,2
0,0,214,214,214,0,4672.897,9.333333,0,1,1
12.533334,14.54975,6027783,753472.9,4,1252133.5,1.6688704,12.333333,12.533334,15,1
0,0,220,220,220,0,4545.4546,9.333333,0,1,1
744.625,741.84674,10100000,1443949.9,314,3774473.5,0.7914798,451.5625,744.625,8,0
2901.75,5795.5005,784,392,97,219814.25,10.466328,1661.8572,2901.75,4,3
85.78125,220.24059,10800000,538628.9,431,852559.5,2.448236,89.679245,85.78125,32,1
12.533334,14.54975,6556556,819569.5,51,1333436.5,1.5430247,12.458333,12.533334,15,1
28.444445,85.333336,51200000,6396442,234,4645137.5,0.14949511,32.11111,28.444445,9,1
1417,735.606,10700000,427545.9,186,1667390.4,3.4374902,852.619,1417,37,0
85.78125,220.24059,10100000,504180.5,278,784679.06,2.6544924,89.679245,85.78125,32,1
0,0,19850,4962.5,208,0,0,0,0,0,5
83.181816,217.28574,8893783,444689.16,54,714312.25,2.946898,88.01852,83.181816,33,1
12.533334,14.54975,5678438,709804.75,3,1177456.1,1.7734045,12.291667,12.533334,15,1
85.78125,220.24059,11700000,586024.25,495,927942.25,2.2332544,89.679245,85.78125,32,1
12.533334,14.54975,5571504,696438,49,1268590.5,1.6742018,12.208333,12.533334,15,1
0,0,0,0,0,0,14705.883,0,0,1,1
2900.25,3540.003,88200000,11000000,1,707289.44,0.04470826,897.61536,2900.25,4,3
12.533334,14.54975,6614155,826769.4,4,1373606.8,1.5223721,12.291667,12.533334,15,1
0,0,684,342,50,0,1461.9883,0,0,1,5
2321.4,4413.202,778,389,126,659645.25,3.7860403,1454.125,2321.4,5,3
44.666668,72.23111,67867,22622.334,65,45995.176,44.204105,48.857143,44.666668,3,1
0,0,266,266,266,0,3759.3984,9.333333,0,1,1
85.78125,220.24059,10200000,487496.2,355,792478.7,2.6614327,88.01852,85.78125,32,1
0,0,6873824,1718456,1,0,0,7.2,0,0,3
1932.5,1754.8314,11989,5994.5,987,30958.82,71.750595,1323.5555,1932.5,6,4
0,0,2375142,791714,992,0,0,7.5,0,0,3
107,0,3,3,3,0,40.799675,86.5,107,2,0
0,0,234,234,234,0,4273.5044,9.333333,0,1,1
2321.4,3327.7698,624,312,78,396180.44,6.301451,1454.125,2321.4,5,3
6,0,1028945,514472.5,512041,3435.1248,2.914203,3,6,3,1
0,0,229,229,229,0,4366.812,9.333333,0,1,1
0,0,5021552,2510776,913,0,0.19914162,0,0,1,6
6,0,1023991,511995.5,509197,3862.9243,2.9277148,3,6,3,1
83.181816,217.28574,10300000,541036.5,497,761449.75,2.7401023,89.98113,83.181816,33,1
0,0,0,0,0,0,20408.164,0,0,1,2
0,0,5362052,2681026,1998,0,0.18649577,0,0,1,6
98,0,3,3,3,0,24.227741,78.25,98,2,0
2,0,576,576,576,0,1736.1111,4,2,1,5
12.533334,14.54975,5688252,711031.5,48,1249177,1.6831288,12.416667,12.533334,15,1
0,0,251,251,251,0,3984.0637,9.333333,0,1,1
6,0,1009013,504506.5,499186,7522.909,2.9717917,3,6,3,1
6,0,1028983,514491.5,513328,1865.3477,2.9140444,3,6,3,1
0,0,236,236,236,0,4237.288,9.333333,0,1,1
12.533334,14.54975,6519602,814950.25,3,1313036.6,1.5970052,12.125,12.533334,15,1
0,0,333,333,333,0,0,0,0,0,6
0,0,221,221,221,0,4524.8867,9.333333,0,1,1
12.533334,14.54975,6686040,835755,3,1391038.6,1.5038911,12.208333,12.533334,15,1
176.75,353.5,120821,60410.5,110,69441.664,16.500902,146.14285,176.75,4,0
2,0,576,576,576,0,1736.1111,4,2,1,5
0,0,10400000,3481238.2,3,0,0,7.5,0,0,3
12.533334,14.54975,6221059,777632.4,246,1246195.5,1.6786329,12.25,12.533334,15,1
88.548386,223.315,10800000,602677.9,317,862978.2,2.3797896,95.06,88.548386,31,1
12.533334,14.54975,6600181,825022.6,3,1358664.1,1.5396372,12.458333,12.533334,15,1
88.548386,223.315,11400000,544318.9,416,868231.94,2.3294885,89.679245,88.548386,31,1
1656.4286,2120.7322,100000000,14300000,1000,40500000,0.069735944,864.06665,1656.4286,7,4
166.73334,446.2953,116000000,7223993.5,205,4347239.5,0.12977587,91.84375,166.73334,15,0
12.533334,14.54975,6926421,865802.6,48,1389154.5,1.5140916,11.916667,12.533334,15,1
